run,turn,card_id,choice,wealth,morale,stability,progress
1,38,38,1,-95,150,95,190
1,39,46,0,-105,150,95,205
1,40,25,0,-105,145,95,205
1,41,5,1,-100,145,85,205
1,42,30,1,-100,145,95,205
1,43,2,0,-110,145,115,205
1,44,4,0,-125,160,115,205
1,45,42,1,-125,165,115,205
1,46,48,1,-125,165,115,205
1,47,22,0,-135,165,125,205
1,48,10,0,-145,175,125,205
1,49,15,0,-130,170,125,205
1,50,9,1,-125,170,125,205
1,51,24,1,-120,170,125,205
1,52,1,1,-130,170,125,210
1,53,22,0,-140,170,135,210
1,54,7,1,-135,170,135,210
1,55,13,0,-135,170,135,230
1,56,3,1,-145,170,135,240
1,57,17,0,-165,190,135,240
1,58,6,0,-155,190,130,240
1,59,51,0,-155,175,130,260
1,60,30,1,-155,175,140,260
1,61,16,1,-155,175,130,260
1,62,27,0,-145,165,130,260
1,63,39,0,-155,180,130,260
1,64,8,0,-155,185,120,260
1,65,40,0,-155,195,110,260
1,66,28,0,-175,195,110,275
1,67,52,1,-175,205,110,270
1,68,15,0,-160,200,110,270
1,69,19,1,-160,200,110,270
1,70,11,0,-165,200,110,270
1,71,25,0,-165,195,110,270
1,72,42,0,-180,195,110,285
1,73,38,0,-190,205,110,285
1,74,10,0,-200,215,110,285
1,75,48,1,-200,215,110,285
1,76,45,1,-200,225,110,285
1,77,27,0,-190,215,110,285
1,78,28,0,-210,215,110,300
1,79,3,1,-220,215,110,310
1,80,26,0,-230,215,110,320
1,81,13,0,-230,215,110,340
1,82,11,1,-225,215,110,340
1,83,24,1,-220,215,110,340
1,84,53,0,-220,235,110,340
1,85,37,0,-235,255,110,340
1,86,42,0,-250,255,110,355
1,87,8,0,-250,260,100,355
1,88,36,1,-250,270,100,355
1,89,40,1,-250,260,110,355
1,90,2,0,-260,260,130,355
1,91,11,0,-265,260,130,355
1,92,4,0,-280,275,130,355
1,93,19,0,-280,275,130,355
1,94,44,1,-275,275,130,355
1,95,47,1,-275,275,130,355
1,96,48,0,-275,275,130,385
1,97,39,1,-270,275,130,385
1,98,37,1,-260,275,130,385
1,99,16,0,-275,285,130,385
2,0,21,1,55,50,40,50
2,1,11,0,50,50,40,50
2,2,43,1,50,50,45,45
2,3,41,1,55,40,45,45
2,4,24,1,60,40,45,45
2,5,29,0,40,40,50,45
2,6,31,1,40,40,60,45
2,7,13,1,45,45,60,45
2,8,45,0,45,45,60,60
2,9,40,1,45,35,70,60
2,10,26,0,35,35,70,70
2,11,1,0,45,35,60,70
2,12,5,1,50,35,50,70
2,13,15,0,65,30,50,70
2,14,12,0,60,40,50,70
2,15,11,0,55,40,50,70
2,16,29,0,35,40,55,70
2,17,3,0,50,40,50,70
2,18,27,0,60,30,50,70
2,19,19,1,60,30,50,70
2,20,25,0,60,25,50,70
2,21,26,0,50,25,50,80
2,22,57,0,50,25,50,105
2,23,29,1,50,45,30,105
2,24,7,1,55,45,30,105
2,25,14,1,55,55,30,105
2,26,42,0,40,55,30,120
2,27,13,1,45,60,30,120
2,28,22,1,45,65,20,120
2,29,19,0,45,65,20,120
2,30,15,1,45,70,20,120
2,31,44,0,45,70,30,130
2,32,25,1,45,80,30,130
2,33,10,0,35,90,30,130
2,34,45,1,35,100,30,130
2,35,48,0,35,100,30,160
2,36,47,0,35,100,30,175
2,37,41,1,40,90,30,175
2,38,8,1,25,90,30,185
2,39,29,1,25,110,10,185
2,40,46,0,15,110,10,200
2,41,14,0,15,110,10,210
2,42,6,0,25,110,5,210
2,43,21,0,15,110,25,210
2,44,28,0,-5,110,25,225
2,45,48,0,-5,110,25,255
2,46,20,1,-5,120,10,255
2,47,43,0,15,120,0,255
2,48,24,0,10,120,0,255
2,49,11,1,15,120,0,255
2,50,37,1,25,120,0,255
2,51,30,0,25,120,-10,280
2,52,27,1,25,135,-15,280
2,53,17,1,-5,135,0,280
2,54,18,1,5,135,0,280
2,55,14,1,5,145,0,280
2,56,28,1,15,145,0,280
2,57,58,0,15,135,0,280
2,58,6,1,5,135,0,290
2,59,42,0,-10,135,0,305
2,60,39,0,-20,150,0,305
2,61,5,1,-15,150,-10,305
2,62,8,1,-30,150,-10,315
2,63,7,1,-25,150,-10,315
2,64,26,0,-35,150,-10,325
2,65,43,0,-15,150,-20,325
2,66,38,1,-10,150,-20,325
2,67,20,0,-20,150,-5,325
2,68,48,1,-20,150,-5,325
2,69,10,1,-5,150,-15,325
2,70,27,0,5,140,-15,325
2,71,12,0,0,150,-15,325
2,72,7,0,-15,160,-15,325
2,73,17,0,-35,180,-15,325
2,74,13,1,-30,185,-15,325
2,75,18,0,-60,185,-15,355
2,76,6,1,-70,185,-15,365
2,77,10,0,-80,195,-15,365
2,78,5,1,-75,195,-25,365
2,79,8,1,-90,195,-25,375
2,80,3,0,-75,195,-30,375
2,81,15,0,-60,190,-30,375
2,82,59,1,-60,205,-30,375
2,83,36,0,-60,200,-30,390
2,84,16,1,-60,200,-40,390
2,85,18,0,-90,200,-40,420
2,86,28,1,-80,200,-40,420
